Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Dice @0.5,Best Threshold,Test Dice @best,Dice @0.05,Dice @0.10,Dice @0.15,Dice @0.20,Dice @0.25,Dice @0.30,Dice @0.35,Dice @0.40,Dice @0.45,Dice @0.50,Dice @0.55,Dice @0.60,Dice @0.65,Dice @0.70,Dice @0.75,Dice @0.80,Dice @0.85,Dice @0.90,Dice @0.95
KDSB,SimSiam,base,20,ensemble,unfiltered,5,5,,0.4876478612422943,0.1,0.5587802529335022,0.5480781197547913,0.5587802529335022,0.5383517146110535,0.5261105895042419,0.5156969428062439,0.5079053640365601,0.5008636713027954,0.4938271939754486,0.4891323149204254,0.4876478612422943,0.4845197796821594,0.4799495339393616,0.4747626483440399,0.4796421229839325,0.4787319302558899,0.46993306279182434,0.45329010486602783,0.431002676486969,0.39284366369247437
KDSB,SimSiam,base,50,ensemble,filtered,5,5,,0.8267965912818909,0.5,0.8267965912818909,0.29082149267196655,0.2908453345298767,0.5462827682495117,0.6665236949920654,0.7166178226470947,0.759074330329895,0.7991188168525696,0.8162954449653625,0.8251310586929321,0.8267965912818909,0.8244763016700745,0.8128962516784668,0.7595958113670349,0.6859261393547058,0.6293972134590149,0.5642902851104736,0.5216319561004639,0.47409799695014954,0.3750385344028473
KDSB,SimSiam,base,50,ensemble,unfiltered,5,5,,0.8267965912818909,0.5,0.8267965912818909,0.29082149267196655,0.2908453345298767,0.5462827682495117,0.6665236949920654,0.7166178226470947,0.759074330329895,0.7991188168525696,0.8162954449653625,0.8251310586929321,0.8267965912818909,0.8244763016700745,0.8128962516784668,0.7595958113670349,0.6859261393547058,0.6293972134590149,0.5642902851104736,0.5216319561004639,0.47409799695014954,0.3750385344028473
KDSB,SimSiam,outbn0,1,ensemble,filtered,5,5,,0.654321551322937,0.45,0.6663597226142883,0.29101744294166565,0.5026760101318359,0.5983514785766602,0.6214389801025391,0.627436637878418,0.6282507181167603,0.6251680254936218,0.6223181486129761,0.6663597226142883,0.654321551322937,0.6318893432617188,0.6100392937660217,0.5899972319602966,0.5708557963371277,0.5467122793197632,0.5027135610580444,0.405769407749176,0.31970736384391785,0.23378877341747284
KDSB,SimSiam,outbn0,1,ensemble,unfiltered,5,5,,0.654321551322937,0.45,0.6663597226142883,0.29101744294166565,0.5026760101318359,0.5983514785766602,0.6214389801025391,0.627436637878418,0.6282507181167603,0.6251680254936218,0.6223181486129761,0.6663597226142883,0.654321551322937,0.6318893432617188,0.6100392937660217,0.5899972319602966,0.5708557963371277,0.5467122793197632,0.5027135610580444,0.405769407749176,0.31970736384391785,0.23378877341747284
KDSB,SimSiam,outbn0,5,ensemble,filtered,5,5,,0.7822302579879761,0.6,0.7904075384140015,0.3148845434188843,0.4354611933231354,0.5235179662704468,0.5867173671722412,0.6336772441864014,0.6718721389770508,0.7057902812957764,0.7398955821990967,0.7679384350776672,0.7822302579879761,0.7891916632652283,0.7904075384140015,0.7862184643745422,0.7768489122390747,0.7630792856216431,0.7453600168228149,0.7228180766105652,0.6891375184059143,0.6266851425170898
KDSB,SimSiam,outbn0,5,ensemble,unfiltered,5,5,,0.7822302579879761,0.6,0.7904075384140015,0.3148845434188843,0.4354611933231354,0.5235179662704468,0.5867173671722412,0.6336772441864014,0.6718721389770508,0.7057902812957764,0.7398955821990967,0.7679384350776672,0.7822302579879761,0.7891916632652283,0.7904075384140015,0.7862184643745422,0.7768489122390747,0.7630792856216431,0.7453600168228149,0.7228180766105652,0.6891375184059143,0.6266851425170898
KDSB,SimSiam,outbn0,10,ensemble,filtered,5,5,,0.7141306400299072,0.6,0.7196211814880371,0.3355940282344818,0.49906763434410095,0.5597339868545532,0.6049108505249023,0.6347748637199402,0.6591646075248718,0.6802425980567932,0.6967589259147644,0.7068623900413513,0.7141306400299072,0.7188381552696228,0.7196211814880371,0.7168054580688477,0.7118422985076904,0.7015665173530579,0.6793890595436096,0.6485737562179565,0.5999375581741333,0.5053163766860962
KDSB,SimSiam,outbn0,10,ensemble,unfiltered,5,5,,0.7141306400299072,0.6,0.7196211814880371,0.3355940282344818,0.49906763434410095,0.5597339868545532,0.6049108505249023,0.6347748637199402,0.6591646075248718,0.6802425980567932,0.6967589259147644,0.7068623900413513,0.7141306400299072,0.7188381552696228,0.7196211814880371,0.7168054580688477,0.7118422985076904,0.7015665173530579,0.6793890595436096,0.6485737562179565,0.5999375581741333,0.5053163766860962
KDSB,SimSiam,outbn0,20,ensemble,filtered,5,5,,0.8402996063232422,0.25,0.8512190580368042,0.8290297985076904,0.8426303863525391,0.8481401801109314,0.8508259057998657,0.8512190580368042,0.8504948616027832,0.8486322164535522,0.8451858162879944,0.8424946069717407,0.8402996063232422,0.8387115597724915,0.8366174101829529,0.8344976902008057,0.8312861323356628,0.8268577456474304,0.8212908506393433,0.8129918575286865,0.8005613684654236,0.7757046222686768
KDSB,SimSiam,outbn0,20,ensemble,unfiltered,5,5,,0.8402996063232422,0.25,0.8512190580368042,0.8290297985076904,0.8426303863525391,0.8481401801109314,0.8508259057998657,0.8512190580368042,0.8504948616027832,0.8486322164535522,0.8451858162879944,0.8424946069717407,0.8402996063232422,0.8387115597724915,0.8366174101829529,0.8344976902008057,0.8312861323356628,0.8268577456474304,0.8212908506393433,0.8129918575286865,0.8005613684654236,0.7757046222686768
KDSB,SimSiam,outbn0,50,ensemble,filtered,5,5,,0.879997193813324,0.45,0.8802701830863953,0.8449327349662781,0.8590131998062134,0.8667192459106445,0.8720042705535889,0.8752792477607727,0.8775530457496643,0.8792003393173218,0.8801451921463013,0.8802701830863953,0.879997193813324,0.8796508312225342,0.8783212900161743,0.8766065239906311,0.8741173148155212,0.8708840608596802,0.86562180519104,0.8589099049568176,0.8480387330055237,0.8252140879631042
KDSB,SimSiam,outbn0,50,ensemble,unfiltered,5,5,,0.879997193813324,0.45,0.8802701830863953,0.8449327349662781,0.8590131998062134,0.8667192459106445,0.8720042705535889,0.8752792477607727,0.8775530457496643,0.8792003393173218,0.8801451921463013,0.8802701830863953,0.879997193813324,0.8796508312225342,0.8783212900161743,0.8766065239906311,0.8741173148155212,0.8708840608596802,0.86562180519104,0.8589099049568176,0.8480387330055237,0.8252140879631042
