Dataset,Model,Variant,Label Fraction (%),Fold,Kind,Prob Max,Prob Mean,Prob p99.9,Frac Pixels > 0.5,Test Dice @0.5,Best Threshold,Test Dice @best,Dice Range 0.3-0.7,Diagnosis,Dice @0.05,Dice @0.10,Dice @0.15,Dice @0.20,Dice @0.25,Dice @0.30,Dice @0.35,Dice @0.40,Dice @0.45,Dice @0.50,Dice @0.55,Dice @0.60,Dice @0.65,Dice @0.70,Dice @0.75,Dice @0.80,Dice @0.85,Dice @0.90,Dice @0.95
ISIC2018,SimSiam,base,1,3,fold,1.0,0.5734801292419434,1.0,0.5580576477050782,0.5624455809593201,0.9,0.5989612936973572,0.052185654640197754,threshold-sensitive,0.45985615253448486,0.4844215214252472,0.5003291964530945,0.5130159258842468,0.5237447619438171,0.5329991579055786,0.5413997769355774,0.5491259694099426,0.5559297204017639,0.5624455809593201,0.5685954689979553,0.5743693709373474,0.5799382328987122,0.5851848125457764,0.590108335018158,0.594527006149292,0.597823977470398,0.5989612936973572,0.5951346158981323
ISIC2018,SimSiam,base,1,4,fold,1.0,0.7527004480361938,1.0,0.8708577117919922,0.45993778109550476,0.9,0.6555474996566772,0.1487862467765808,threshold-sensitive,0.41570845246315,0.41571030020713806,0.4157346487045288,0.41591161489486694,0.41647180914878845,0.4181596636772156,0.4227644205093384,0.43194109201431274,0.4441261291503906,0.45993778109550476,0.48150935769081116,0.5070329308509827,0.5356369018554688,0.5669459104537964,0.5974835157394409,0.623594343662262,0.6468916535377502,0.6555474996566772,0.6143009066581726
ISIC2018,SimSiam,base,20,0,fold,1.0,0.27625077962875366,0.99853515625,0.2739535827636719,0.8435126543045044,0.9,0.8469228148460388,0.00382840633392334,healthy,0.8329506516456604,0.8367549180984497,0.8385173082351685,0.8397315740585327,0.8406341671943665,0.8413880467414856,0.8420237302780151,0.8425849676132202,0.8430489301681519,0.8435126543045044,0.8439777493476868,0.8444016575813293,0.8447895050048828,0.8452164530754089,0.8456272482872009,0.8460222482681274,0.8464886546134949,0.8469228148460388,0.846783459186554
ISIC2018,SimSiam,base,20,1,fold,1.0,0.27488330006599426,0.99951171875,0.2729377899169922,0.8431169390678406,0.95,0.8473920822143555,0.00407642126083374,healthy,0.831842303276062,0.8360114693641663,0.8380017876625061,0.839249849319458,0.840162992477417,0.8408920764923096,0.8415312170982361,0.8421104550361633,0.8426364660263062,0.8431169390678406,0.843571662902832,0.8440409898757935,0.8445001244544983,0.8449684977531433,0.845483660697937,0.84600430727005,0.846526026725769,0.8470386862754822,0.8473920822143555
ISIC2018,SimSiam,base,20,2,fold,1.0,0.2803865969181061,0.99853515625,0.2763502655029297,0.8378592729568481,0.95,0.8419087529182434,0.004626750946044922,healthy,0.8236043453216553,0.8291690945625305,0.8316747546195984,0.8332471251487732,0.834385097026825,0.8352797627449036,0.8360528349876404,0.8367193341255188,0.837304949760437,0.8378592729568481,0.838398814201355,0.8389216661453247,0.839427649974823,0.8399065136909485,0.8403773903846741,0.8408740758895874,0.8413859605789185,0.8418424129486084,0.8419087529182434
ISIC2018,SimSiam,base,20,3,fold,1.0,0.2810474932193756,0.99755859375,0.27605245971679687,0.8414075970649719,0.9,0.8466679453849792,0.006219804286956787,healthy,0.8236216902732849,0.830130398273468,0.8331702947616577,0.8351737260818481,0.8366883397102356,0.8378932476043701,0.8389363884925842,0.8398239612579346,0.8406444191932678,0.8414075970649719,0.8421002626419067,0.8427683115005493,0.8434248566627502,0.8441130518913269,0.8447684049606323,0.8454064726829529,0.8460984230041504,0.8466679453849792,0.846487283706665
ISIC2018,SimSiam,base,20,4,fold,0.99951171875,0.2802024185657501,0.99755859375,0.2756731719970703,0.8352838158607483,0.95,0.8412851691246033,0.00563204288482666,healthy,0.8193813562393188,0.8252568244934082,0.8279814124107361,0.8297556638717651,0.8310708403587341,0.8321213722229004,0.8330376148223877,0.833846926689148,0.8345931768417358,0.8352838158607483,0.8359072208404541,0.8365389108657837,0.837161123752594,0.837753415107727,0.8384070992469788,0.8390907049179077,0.839729905128479,0.8405075669288635,0.8412851691246033
ISIC2018,SimSiam,base,50,0,fold,1.0,0.29166966676712036,1.0,0.28979481506347654,0.8473867177963257,0.95,0.8605815172195435,0.010395467281341553,healthy,0.8212341070175171,0.8304286003112793,0.8348447680473328,0.837786853313446,0.840026319026947,0.8418782353401184,0.8434534668922424,0.8448272347450256,0.8461214303970337,0.8473867177963257,0.8485999703407288,0.8497949242591858,0.8510372042655945,0.85227370262146,0.853628396987915,0.8551170229911804,0.8567841053009033,0.8586671352386475,0.8605815172195435
ISIC2018,SimSiam,base,50,1,fold,1.0,0.2882651090621948,0.99951171875,0.2841777191162109,0.8563401699066162,0.9,0.8642501831054688,0.010497093200683594,healthy,0.8245168924331665,0.8359834551811218,0.841727614402771,0.8454098105430603,0.8481391668319702,0.850311815738678,0.8521108627319336,0.8536606431007385,0.8550608158111572,0.8563401699066162,0.8575170636177063,0.8586652874946594,0.8597657084465027,0.8608089089393616,0.8618661165237427,0.8628671765327454,0.8636968731880188,0.8642501831054688,0.8630601167678833
ISIC2018,SimSiam,base,50,2,fold,1.0,0.2984270751476288,0.99951171875,0.2966118621826172,0.8574160933494568,0.95,0.8703742623329163,0.010039865970611572,healthy,0.8313096165657043,0.840340793132782,0.8448529243469238,0.8478336930274963,0.8501268029212952,0.8519808053970337,0.8535377383232117,0.8549443483352661,0.8562120199203491,0.8574160933494568,0.8585695028305054,0.8597405552864075,0.8608729839324951,0.8620206713676453,0.8632607460021973,0.8646558523178101,0.8662412166595459,0.8681941628456116,0.8703742623329163
ISIC2018,SimSiam,base,50,3,fold,1.0,0.29470959305763245,1.0,0.2927583923339844,0.8503533005714417,0.95,0.8628939390182495,0.010800957679748535,healthy,0.8222748041152954,0.8320673108100891,0.8368451595306396,0.8400405049324036,0.8424870371818542,0.8444404006004333,0.8461084365844727,0.8476152420043945,0.8490298986434937,0.8503533005714417,0.8516028523445129,0.8528385162353516,0.8540647625923157,0.8552413582801819,0.8565247058868408,0.8578527569770813,0.8592962026596069,0.860991358757019,0.8628939390182495
ISIC2018,SimSiam,base,50,4,fold,1.0,0.2897017300128937,1.0,0.2887855987548828,0.8507306575775146,0.95,0.8601282835006714,0.007129251956939697,healthy,0.8329285383224487,0.8390352725982666,0.8420655727386475,0.8440794348716736,0.8456268310546875,0.8468895554542542,0.8479748368263245,0.8489746451377869,0.8498713374137878,0.8507306575775146,0.8515415191650391,0.8523575067520142,0.8531867861747742,0.8540188074111938,0.8549026846885681,0.855864405632019,0.856984555721283,0.8583531975746155,0.8601282835006714
ISIC2018,SimSiam,base,5,0,fold,1.0,0.4922175109386444,1.0,0.46972476196289065,0.6158691644668579,0.85,0.6232607364654541,0.021057069301605225,healthy,0.5197088718414307,0.5527790784835815,0.5715964436531067,0.5848469138145447,0.5942699909210205,0.6011043190956116,0.6063072681427002,0.6102325320243835,0.6132829189300537,0.6158691644668579,0.6181621551513672,0.6200041770935059,0.6213319301605225,0.6221613883972168,0.6227567791938782,0.623106062412262,0.6232607364654541,0.6227900385856628,0.6191921234130859
ISIC2018,SimSiam,base,5,1,fold,1.0,0.538104236125946,1.0,0.5275749359130859,0.5929164886474609,0.95,0.6139241456985474,0.021496176719665527,threshold-sensitive,0.5373976230621338,0.5543481111526489,0.56428062915802,0.5710565447807312,0.576275110244751,0.5804960131645203,0.5840267539024353,0.5872430205345154,0.5902841687202454,0.5929164886474609,0.595379650592804,0.597730815410614,0.5999075770378113,0.6019921898841858,0.6041646003723145,0.6061975359916687,0.6083211302757263,0.6108050346374512,0.6139241456985474
ISIC2018,SimSiam,base,5,2,fold,1.0,0.5701525807380676,1.0,0.5400435180664063,0.5954035520553589,0.95,0.6278722882270813,0.047713518142700195,threshold-sensitive,0.45692741870880127,0.4866711497306824,0.5130775570869446,0.5362322330474854,0.5530485510826111,0.5654449462890625,0.5748463869094849,0.5825169682502747,0.58929443359375,0.5954035520553589,0.6007031202316284,0.6053265333175659,0.6093247532844543,0.6131584644317627,0.6165966987609863,0.6200072169303894,0.6235142350196838,0.6265985369682312,0.6278722882270813
ISIC2018,SimSiam,base,5,3,fold,1.0,0.6413995623588562,1.0,0.641135269165039,0.5469460487365723,0.95,0.6138362884521484,0.04496198892593384,threshold-sensitive,0.468965619802475,0.4894196093082428,0.5016236901283264,0.5106911659240723,0.5182207822799683,0.5248521566390991,0.5308727622032166,0.5363783240318298,0.5417019724845886,0.5469460487365723,0.5521835684776306,0.5578364133834839,0.5636951327323914,0.569814145565033,0.5767112970352173,0.5845295190811157,0.5931221842765808,0.6030685305595398,0.6138362884521484
ISIC2018,SimSiam,base,5,4,fold,0.98583984375,0.3369206488132477,0.9541015625,0.2569876251220703,0.8043896555900574,0.65,0.8052963614463806,0.006481170654296875,healthy,0.41570836305618286,0.4159925580024719,0.7469379901885986,0.7881503105163574,0.7953135371208191,0.7988151907920837,0.8010420799255371,0.8025590777397156,0.8035950660705566,0.8043896555900574,0.8048996925354004,0.8051960468292236,0.8052963614463806,0.8049662709236145,0.804007351398468,0.8017892837524414,0.7968130111694336,0.7783695459365845,0.030354555696249008
ISIC2018,SimSiam,outbn0,5,0,fold,1.0,0.28697076439857483,1.0,0.2727958679199219,0.7311818599700928,0.5,0.7311818599700928,0.0025319457054138184,healthy,0.6943326592445374,0.7139323949813843,0.7211800217628479,0.7250679135322571,0.7275480628013611,0.7291839122772217,0.7301539778709412,0.7306712865829468,0.7310827374458313,0.7311818599700928,0.730937123298645,0.7304733991622925,0.7296631336212158,0.728649914264679,0.7271520495414734,0.7251060009002686,0.7222031950950623,0.7172525525093079,0.7073022723197937
ISIC2018,SimSiam,outbn0,5,1,fold,1.0,0.4410214126110077,1.0,0.3833372344970703,0.7027971148490906,0.85,0.7392157912254333,0.07761430740356445,threshold-sensitive,0.4277896285057068,0.5012331008911133,0.5650782585144043,0.6049413084983826,0.6322460174560547,0.652775764465332,0.6689735054969788,0.6821416020393372,0.6933977603912354,0.7027971148490906,0.7110227942466736,0.7183988690376282,0.7249559164047241,0.7303900718688965,0.7346426844596863,0.7375590801239014,0.7392157912254333,0.7384480237960815,0.7289336323738098
ISIC2018,SimSiam,outbn0,5,2,fold,1.0,0.2176525741815567,1.0,0.21323699951171876,0.7607829570770264,0.15,0.7666682004928589,0.014226675033569336,healthy,0.7612879872322083,0.7660825252532959,0.7666682004928589,0.7666594386100769,0.7662532329559326,0.7654915452003479,0.7646011710166931,0.763458788394928,0.7622764110565186,0.7607829570770264,0.7590656876564026,0.7570197582244873,0.7543514370918274,0.7512648701667786,0.7474972605705261,0.7428452372550964,0.7363863587379456,0.7259424924850464,0.7049858570098877
ISIC2018,SimSiam,outbn0,5,3,fold,1.0,0.2474338412284851,1.0,0.2451097717285156,0.7770861387252808,0.5,0.7770861387252808,0.0023178458213806152,healthy,0.7601214647293091,0.767684817314148,0.77115398645401,0.7733410000801086,0.7748067378997803,0.7757608294487,0.7764471173286438,0.776892900466919,0.777070164680481,0.7770861387252808,0.7768913507461548,0.7764216065406799,0.7757055759429932,0.7747682929039001,0.7734270691871643,0.7715492844581604,0.7688462734222412,0.7642881870269775,0.7546213269233704
ISIC2018,SimSiam,outbn0,5,4,fold,1.0,0.2442236989736557,1.0,0.24129800415039063,0.7803379893302917,0.55,0.7803687453269958,0.0016911625862121582,healthy,0.7638987898826599,0.771583616733551,0.7747054696083069,0.7765329480171204,0.7778012752532959,0.7786775827407837,0.7793473601341248,0.7798051834106445,0.7801609039306641,0.7803379893302917,0.7803687453269958,0.7802088260650635,0.7798990607261658,0.7792834639549255,0.7781662344932556,0.7764019966125488,0.7738326191902161,0.7690847516059875,0.7589402794837952
ISIC2018,Baseline,base,10,0,fold,0.97314453125,0.41595906019210815,0.9443359375,0.29042094421386716,0.8136706948280334,0.75,0.826104998588562,0.04363173246383667,healthy,0.41570836305618286,0.41570836305618286,0.41571179032325745,0.4190465807914734,0.7387015223503113,0.7813111543655396,0.7958101034164429,0.8037512898445129,0.8093089461326599,0.8136706948280334,0.8171822428703308,0.8201655149459839,0.8226903080940247,0.8249428868293762,0.826104998588562,0.8246451616287231,0.8146278262138367,0.7381370663642883,0.00652523897588253
ISIC2018,Baseline,base,10,1,fold,0.9697265625,0.41010192036628723,0.9423828125,0.2966623229980469,0.7971927523612976,0.75,0.8103874921798706,0.0402560830116272,healthy,0.41570836305618286,0.41570836305618286,0.415711373090744,0.4494956135749817,0.7436583042144775,0.7688462138175964,0.780346691608429,0.7874825596809387,0.7928871512413025,0.7971927523612976,0.800930917263031,0.8041046857833862,0.8068211674690247,0.8091022968292236,0.8103874921798706,0.8097078800201416,0.8028786778450012,0.7332932949066162,0.0039030741900205612
ISIC2018,Baseline,base,10,2,fold,0.97900390625,0.39992648363113403,0.9541015625,0.28615579223632814,0.8050752282142639,0.8,0.8174010515213013,0.029644489288330078,healthy,0.41570836305618286,0.41570836305618286,0.4157286286354065,0.6442097425460815,0.7706067562103271,0.785085141658783,0.7925565242767334,0.7977526783943176,0.8016636967658997,0.8050752282142639,0.8079543113708496,0.8105201125144958,0.8127302527427673,0.814729630947113,0.8163862228393555,0.8174010515213013,0.8160746693611145,0.7999261617660522,0.033395010977983475
ISIC2018,Baseline,base,10,3,fold,0.966796875,0.4034266769886017,0.9384765625,0.2794971618652344,0.7945594191551208,0.7,0.8024427890777588,0.03958916664123535,healthy,0.41570836305618286,0.41570836305618286,0.4157097637653351,0.4287220537662506,0.724937379360199,0.7628536224365234,0.7765830159187317,0.7844961285591125,0.7901174426078796,0.7945594191551208,0.7979410886764526,0.8005403876304626,0.8022149801254272,0.8024427890777588,0.8003920316696167,0.79402756690979,0.7750867605209351,0.6703391075134277,0.0012843406293541193
ISIC2018,Baseline,base,10,4,fold,0.9794921875,0.4389886260032654,0.95654296875,0.31565586853027344,0.7985914349555969,0.8,0.8217889666557312,0.06955534219741821,threshold-sensitive,0.41570836305618286,0.41570836305618286,0.41570985317230225,0.4170142710208893,0.6775302290916443,0.7485812306404114,0.7705678939819336,0.7830921411514282,0.791769802570343,0.7985914349555969,0.8044337034225464,0.8095637559890747,0.8141690492630005,0.8181365728378296,0.8211448788642883,0.8217889666557312,0.8152161836624146,0.7733377814292908,0.0561002716422081
ISIC2018,Baseline,outbn0,10,0,fold,1.0,0.24651691317558289,1.0,0.24260369873046875,0.8062276840209961,0.4,0.8064538836479187,0.003515481948852539,healthy,0.7873494625091553,0.7975163459777832,0.8014364838600159,0.8035468459129333,0.8049724698066711,0.8058266639709473,0.8062653541564941,0.8064538836479187,0.8064479231834412,0.8062276840209961,0.8058211803436279,0.8052148222923279,0.8042523264884949,0.8029384016990662,0.801090657711029,0.7984963655471802,0.7945581078529358,0.7875984907150269,0.7723386883735657
ISIC2018,Baseline,outbn0,10,1,fold,1.0,0.27725276350975037,1.0,0.2719116668701172,0.8215042352676392,0.65,0.8230779767036438,0.008110344409942627,healthy,0.7745622396469116,0.7934511303901672,0.8023521900177002,0.8080124258995056,0.8119879364967346,0.8149676322937012,0.8172671794891357,0.8190357685089111,0.8203831911087036,0.8215042352676392,0.8222941160202026,0.8228157758712769,0.8230779767036438,0.8230292201042175,0.8225341439247131,0.8216052055358887,0.8197935819625854,0.8160384893417358,0.8068491220474243
ISIC2018,Baseline,outbn0,10,2,fold,1.0,0.2604112923145294,1.0,0.2539689178466797,0.8095389604568481,0.55,0.80961012840271,0.003737926483154297,healthy,0.7693962454795837,0.7884436249732971,0.796508252620697,0.8010801672935486,0.8039644360542297,0.8058722019195557,0.8073122501373291,0.8083759546279907,0.8091087937355042,0.8095389604568481,0.80961012840271,0.8094183206558228,0.8089175820350647,0.8079066276550293,0.806275486946106,0.8040583729743958,0.8007634282112122,0.7951119542121887,0.7832149863243103
ISIC2018,Baseline,outbn0,10,3,fold,1.0,0.2644003927707672,1.0,0.258506591796875,0.8061354160308838,0.55,0.8064194917678833,0.004074752330780029,healthy,0.7750839591026306,0.788772702217102,0.7946830987930298,0.7981550693511963,0.8005839586257935,0.8023447394371033,0.8036452531814575,0.8047630786895752,0.8055661916732788,0.8061354160308838,0.8064194917678833,0.8064066171646118,0.8061415553092957,0.8054792284965515,0.8043782711029053,0.8025659918785095,0.799856960773468,0.7951589226722717,0.7847133874893188
ISIC2018,Baseline,outbn0,10,4,fold,1.0,0.27619946002960205,1.0,0.2705344696044922,0.8173345327377319,0.7,0.8193202018737793,0.00788968801498413,healthy,0.7754338383674622,0.7928414940834045,0.8006455898284912,0.805463433265686,0.8088865876197815,0.8114305138587952,0.813437283039093,0.815036416053772,0.8162974715232849,0.8173345327377319,0.8181469440460205,0.81874680519104,0.8191099166870117,0.8193202018737793,0.8191342949867249,0.8184849619865417,0.8171350955963135,0.8139652013778687,0.8059060573577881
ISIC2018,Baseline,base,1,0,fold,0.595703125,0.47875308990478516,0.57861328125,0.27587939453125,0.5818735361099243,0.5,0.5818735361099243,0.5817614718689583,healthy,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41629382967948914,0.507204532623291,0.5818735361099243,0.07404391467571259,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,1,1,fold,0.6533203125,0.48697155714035034,0.62646484375,0.35426223754882813,0.5753399133682251,0.5,0.5753399133682251,0.5752278491272591,healthy,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570842266082764,0.4157123267650604,0.41714829206466675,0.5064622163772583,0.5753399133682251,0.26454785466194153,0.042338792234659195,0.00011536847159732133,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,1,2,fold,0.7080078125,0.5262647271156311,0.6259765625,0.7979053344726562,0.4514932632446289,0.5,0.4514932632446289,0.45138081585173495,healthy,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570842266082764,0.41571784019470215,0.41577380895614624,0.4156675338745117,0.4514932632446289,0.33396434783935547,0.041019439697265625,0.000862773391418159,0.00011244739289395511,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,1,3,fold,0.51025390625,0.34364521503448486,0.490234375,4.10919189453125e-05,0.00047071086009964347,0.35,0.5647722482681274,0.5646601840271614,calibration,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.42124420404434204,0.487545907497406,0.5647722482681274,0.4384228587150574,0.15014976263046265,0.00047071086009964347,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,1,4,fold,0.475341796875,0.42154452204704285,0.46142578125,0.0,0.00011206424096599221,0.4,0.4433717131614685,0.4432596489205025,calibration,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.4433717131614685,0.0840524435043335,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,20,0,fold,0.99951171875,0.2729261517524719,0.9970703125,0.2666246337890625,0.8342966437339783,0.9,0.8370885252952576,0.003953695297241211,healthy,0.8200525045394897,0.8258649706840515,0.828422486782074,0.8299856781959534,0.8310772776603699,0.8319410681724548,0.8326385617256165,0.8332803845405579,0.8338082432746887,0.8342966437339783,0.8347264528274536,0.8351313471794128,0.8355247974395752,0.835894763469696,0.8362780213356018,0.8366814255714417,0.8369982838630676,0.8370885252952576,0.8364949822425842
ISIC2018,Baseline,base,20,1,fold,0.99951171875,0.2779679000377655,0.99853515625,0.2735926666259766,0.839116096496582,0.95,0.8436772227287292,0.004716396331787109,healthy,0.8249152898788452,0.8301896452903748,0.832714319229126,0.8343497514724731,0.8355281352996826,0.8364579081535339,0.8372684121131897,0.8379257321357727,0.8385469913482666,0.839116096496582,0.8396356105804443,0.8401771187782288,0.8406834602355957,0.841174304485321,0.841692328453064,0.8422369360923767,0.8427959680557251,0.8434054851531982,0.8436772227287292
ISIC2018,Baseline,base,20,2,fold,0.99853515625,0.29458463191986084,0.99462890625,0.28095962524414064,0.8293164968490601,0.95,0.8373925685882568,0.008140325546264648,healthy,0.8002479672431946,0.8141113519668579,0.8189123272895813,0.821649432182312,0.8234292268753052,0.8248845338821411,0.8261302709579468,0.8273013830184937,0.8283641338348389,0.8293164968490601,0.8302671909332275,0.8311708569526672,0.8321040272712708,0.8330248594284058,0.8339762091636658,0.8349770307540894,0.8360497951507568,0.8372489213943481,0.8373925685882568
ISIC2018,Baseline,base,20,3,fold,1.0,0.2773360013961792,0.99951171875,0.2737385711669922,0.8377090692520142,0.9,0.8424689769744873,0.005154728889465332,healthy,0.8228735327720642,0.8284955024719238,0.8310692310333252,0.8327072858810425,0.8339078426361084,0.834884524345398,0.8356881141662598,0.8364291787147522,0.8370941877365112,0.8377090692520142,0.8383134603500366,0.8388931155204773,0.8394523859024048,0.8400392532348633,0.8406189680099487,0.8412767648696899,0.8419293761253357,0.8424689769744873,0.8423409461975098
ISIC2018,Baseline,base,20,4,fold,0.99951171875,0.2843667268753052,0.99853515625,0.27965029907226563,0.8353272676467896,0.95,0.842282235622406,0.005747795104980469,healthy,0.8196408748626709,0.8254457712173462,0.8281117677688599,0.8298788070678711,0.8311764597892761,0.8322033882141113,0.8331149220466614,0.8339066505432129,0.8346391320228577,0.8353272676467896,0.8359930515289307,0.8366427421569824,0.8372940421104431,0.8379511833190918,0.838670015335083,0.8394040465354919,0.8402422666549683,0.841242790222168,0.842282235622406
ISIC2018,Baseline,base,50,0,fold,1.0,0.2939249277114868,1.0,0.2926358795166016,0.8527846336364746,0.95,0.8640142679214478,0.008983850479125977,healthy,0.8305190801620483,0.8380675315856934,0.8418720364570618,0.8444458842277527,0.8463845252990723,0.8479949235916138,0.8493736386299133,0.8505933284759521,0.8517172932624817,0.8527846336364746,0.8538155555725098,0.8548420071601868,0.8558918833732605,0.8569787740707397,0.8581794500350952,0.859491229057312,0.860914945602417,0.8625682592391968,0.8640142679214478
ISIC2018,Baseline,base,50,1,fold,1.0,0.2932179570198059,1.0,0.29162638854980466,0.8481060266494751,0.95,0.8604674935340881,0.009629011154174805,healthy,0.8235472440719604,0.8318579792976379,0.8361293077468872,0.8389692306518555,0.8411357402801514,0.8429092168807983,0.84440016746521,0.8457522988319397,0.8469599485397339,0.8481060266494751,0.849221408367157,0.850304365158081,0.8514143228530884,0.8525382280349731,0.853762686252594,0.8550657629966736,0.8565506935119629,0.8583102822303772,0.8604674935340881
ISIC2018,Baseline,base,50,2,fold,1.0,0.29905298352241516,0.99951171875,0.2962412567138672,0.850835919380188,0.95,0.8657276034355164,0.01133584976196289,healthy,0.8193345069885254,0.8309093713760376,0.8364987969398499,0.8400164842605591,0.8426020741462708,0.8446633219718933,0.8464465737342834,0.8480257391929626,0.8494877815246582,0.850835919380188,0.8521270751953125,0.8533908724784851,0.8547059297561646,0.8559991717338562,0.857402503490448,0.8589382171630859,0.8606768846511841,0.8628267645835876,0.8657276034355164
ISIC2018,Baseline,base,50,3,fold,1.0,0.2977674603462219,1.0,0.29467034912109374,0.8434365391731262,0.95,0.8594133257865906,0.012249886989593506,healthy,0.8102604150772095,0.8218711018562317,0.8277404308319092,0.8315929174423218,0.8344687223434448,0.8367512226104736,0.8386791944503784,0.8404045701026917,0.841984212398529,0.8434365391731262,0.844852864742279,0.8461964130401611,0.8475943803787231,0.8490011096000671,0.8505052328109741,0.8521723747253418,0.8540862798690796,0.8564574122428894,0.8594133257865906
ISIC2018,Baseline,base,50,4,fold,1.0,0.2903248965740204,1.0,0.28976898193359374,0.8528289794921875,0.95,0.8612221479415894,0.006934046745300293,healthy,0.8355460166931152,0.8412975072860718,0.8443039059638977,0.8463341593742371,0.8478469252586365,0.8490750789642334,0.8501549363136292,0.851124107837677,0.8519954085350037,0.8528289794921875,0.8536279201507568,0.8544132709503174,0.8551976084709167,0.8560091257095337,0.8568832278251648,0.8577795624732971,0.8587738275527954,0.8599088788032532,0.8612221479415894
ISIC2018,Baseline,base,5,0,fold,0.60009765625,0.5137638449668884,0.57958984375,0.7036334991455078,0.529969334602356,0.5,0.529969334602356,0.52985727036139,healthy,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41573989391326904,0.529969334602356,0.15595734119415283,0.00011220821761526167,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,5,1,fold,0.479248046875,0.3789515197277069,0.468017578125,0.0,0.00011206424096599221,0.4,0.5726590752601624,0.5725470110191964,calibration,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.4157789349555969,0.48649361729621887,0.5726590752601624,0.11260351538658142,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,5,2,fold,0.62646484375,0.46867427229881287,0.6025390625,0.24318460083007812,0.5755283236503601,0.5,0.5755283236503601,0.5754162594093941,healthy,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570141911506653,0.43105632066726685,0.5646523237228394,0.5755283236503601,0.12336822599172592,0.008019969798624516,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,5,3,fold,0.5771484375,0.35506853461265564,0.5498046875,0.016773635864257813,0.06225888058543205,0.35,0.599229097366333,0.599117033125367,calibration,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.419741690158844,0.4970545768737793,0.599229097366333,0.5515604615211487,0.2571653723716736,0.06225888058543205,0.0049959877505898476,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,base,5,4,fold,0.469970703125,0.20586881041526794,0.448486328125,0.0,0.00011206424096599221,0.2,0.5674250721931458,0.3852211161865853,calibration,0.41570836305618286,0.42098477482795715,0.49039342999458313,0.5674250721931458,0.524711549282074,0.38533318042755127,0.20754721760749817,0.0586068257689476,0.0012846376048400998,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
ISIC2018,Baseline,outbn0,5,0,fold,0.52099609375,0.42110949754714966,0.4951171875,0.0002740325927734375,0.0010120131773874164,0.4,0.5037174820899963,0.5036054178490303,calibration,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.41570836305618286,0.4157114326953888,0.5037174820899963,0.386324405670166,0.0010120131773874164,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221,0.00011206424096599221
