Model,Label Fraction (%),Train Accuracy,Train Precision,Train Recall,Train MeanIoU,Train Dice,Train HD,Train MyIoU,Train MAE,Full Accuracy,Full Precision,Full Recall,Full MeanIoU,Full Dice,Full HD,Full MyIoU,Full MAE,Val Accuracy,Val Precision,Val Recall,Val MeanIoU,Val Dice,Val HD,Val MyIoU,Val MAE,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test HD,Test MyIoU,Test MAE
BT-UNet_50pct,50,0.9763634,0.9687127,0.94647324,0.9430977,0.9494936286154498,4.237759602320625,0.8258140389562588,0.023636537,0.94086623,0.8500574,0.900769,0.8513802,0.8391443366009097,5.2728163588205375,0.5631724586175757,0.05913385,0.91922075,0.82463,0.8539582,0.81019366,0.8244667629138954,5.7750742222512095,0.49989300621031457,0.08077925,0.9126066,0.8544001,0.8493377,0.8126135,0.8520332216583192,5.730558219513032,0.49072607739482754,0.08739345
