Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
KDSB,SimSiam-UNET,bs64,5,ensemble,filtered,5,5,,0.8068218231201172,0.48876866698265076,0.8546522259712219,0.6107980608940125,0.6449941396713257,0.193178191781044,8.43784164082073,0.11273396303169506
KDSB,SimSiam-UNET,bs64,5,ensemble,unfiltered,5,5,,0.8068218231201172,0.48876866698265076,0.8546522259712219,0.6107980608940125,0.6449941396713257,0.193178191781044,8.43784164082073,0.11273396303169506
