Dataset,Model,Variant,Label Fraction (%),Fold,Kind,Keyname,N Labelled,Train Seconds,Collapsed,Prob Max,Prob Mean,FoldVal Accuracy,FoldVal Precision,FoldVal Recall,FoldVal MeanIoU,FoldVal Dice,FoldVal MAE,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE
KDSB,SimSiam-UNET,proj2048,5,0,fold,KDSB_SimSiam-UNET_5pct_proj2048_fold0,25,88.7,False,1.0,0.3556762635707855,0.8979461789131165,0.7239193916320801,0.7778812050819397,0.739709734916687,0.713577389717102,0.10205383598804474,0.8799456357955933,0.6366172432899475,0.8250759243965149,0.7095550298690796,0.6229238510131836,0.12005436420440674
KDSB,SimSiam-UNET,proj2048,5,1,fold,KDSB_SimSiam-UNET_5pct_proj2048_fold1,25,50.5,False,1.0,0.3226414918899536,0.8442596197128296,0.4926864504814148,0.9640618562698364,0.6507211923599243,0.6140629053115845,0.15574035048484802,0.8939108848571777,0.661788821220398,0.8779164552688599,0.7396202683448792,0.6735742688179016,0.10608913749456406
KDSB,SimSiam-UNET,proj2048,5,2,fold,KDSB_SimSiam-UNET_5pct_proj2048_fold2,25,51.2,False,1.0,0.24505451321601868,0.9225250482559204,0.5600801706314087,0.8168025612831116,0.7068310976028442,0.5631870627403259,0.07747497409582138,0.8865222930908203,0.6742331981658936,0.7536319494247437,0.7102500200271606,0.6750352382659912,0.1134776920080185
KDSB,SimSiam-UNET,proj2048,5,3,fold,KDSB_SimSiam-UNET_5pct_proj2048_fold3,25,51.5,False,0.9999998807907104,0.2097674012184143,0.8911987543106079,0.5519987344741821,0.9034330248832703,0.6989113092422485,0.6482860445976257,0.10880126804113388,0.9088430404663086,0.7681620717048645,0.7298648953437805,0.7463240027427673,0.6826858520507812,0.091156966984272
KDSB,SimSiam-UNET,proj2048,5,4,fold,KDSB_SimSiam-UNET_5pct_proj2048_fold4,25,50.0,False,1.0,0.29567718505859375,0.9049957394599915,0.6801101565361023,0.8182662129402161,0.7403745055198669,0.6104966402053833,0.09500427544116974,0.8790932297706604,0.6222534775733948,0.889541506767273,0.7163816094398499,0.6511695981025696,0.12090679258108139
