,,,,FoldVal Accuracy,FoldVal Accuracy,FoldVal Precision,FoldVal Precision,FoldVal Recall,FoldVal Recall,FoldVal MeanIoU,FoldVal MeanIoU,FoldVal Dice,FoldVal Dice,FoldVal HD,FoldVal HD,FoldVal MyIoU,FoldVal MyIoU,FoldVal MAE,FoldVal MAE,Test Accuracy,Test Accuracy,Test Precision,Test Precision,Test Recall,Test Recall,Test MeanIoU,Test MeanIoU,Test Dice,Test Dice,Test HD,Test HD,Test MyIoU,Test MyIoU,Test MAE,Test MAE
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Dataset,Model,Variant,Label Fraction (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDSB,DBT-UNet,b1,5,0.84224063,0.04206159,0.48523194,0.15897457,0.85732764,0.13844031,0.63365334,0.08552437,0.5378917,0.09659603,10.471186074599029,0.9508174437153847,0.041035520936503055,0.03370132316862947,0.1577594,0.042061605,0.85133255,0.039330974,0.57397157,0.08063286,0.84984237,0.06502257,0.6725406,0.060577,0.5840872,0.08165696,9.565518605500186,1.4165037854788336,0.05060612648522324,0.03236590463380965,0.14866741,0.03933099
KDSB,DBT-UNet,b1,10,0.799527,0.069865316,0.43107724,0.0996272,0.8345709,0.0522464,0.5829179,0.077887096,0.4888417,0.06641366,10.464063950872134,1.1801101368032212,0.021492354975569568,0.0145091095722001,0.20047303,0.0698653,0.79546726,0.026990224,0.47358614,0.04201943,0.78815615,0.037361182,0.5896821,0.0304266,0.4861873,0.042859007,9.94238489656526,1.2344452805672432,0.029220792466601288,0.01706779068074239,0.20453277,0.026990226
KDSB,DBT-UNet,b1,20,0.8962839,0.05678604,0.6027983,0.20567612,0.910892,0.08985323,0.7261052,0.12950021,0.67832005,0.17081311,7.692174609200213,2.5272628839000832,0.18659712501695186,0.17719839235648066,0.1037161,0.05678605,0.873013,0.05501657,0.6323978,0.14231643,0.8447941,0.10064285,0.7098177,0.102071434,0.6808299,0.14333011,7.607483649360408,1.7126804967803084,0.17791412770459128,0.14302715408328193,0.12698695,0.055016574
KDSB,DBT-UNet,b1,50,0.96423304,0.0056832926,0.8626709,0.041224837,0.91895133,0.010775964,0.87964237,0.017327357,0.8606413,0.014227611,5.043772876173785,0.22340546815017978,0.4189629429270754,0.056032455604906266,0.035767004,0.005683292,0.95516396,0.0049174055,0.85479915,0.03227387,0.91615546,0.015899722,0.86898977,0.0108354,0.8626294,0.01720532,5.280115724639954,0.18933664577268652,0.40752906933868066,0.06264550728572202,0.044836037,0.0049174116
