Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
KDSB,SimSiam-UNET,proj256,5,ensemble,filtered,5,5,,0.8609108924865723,0.5813746452331543,0.899181604385376,0.6893978118896484,0.6563230752944946,0.13908909261226654,8.59440840019188,0.11013523050159366
KDSB,SimSiam-UNET,proj256,5,ensemble,unfiltered,5,5,,0.8609108924865723,0.5813746452331543,0.899181604385376,0.6893978118896484,0.6563230752944946,0.13908909261226654,8.59440840019188,0.11013523050159366
