Dataset,Model,Label Fraction (%),Kind,Fold,Val Source,File,Train Accuracy,Train Precision,Train Recall,Train MeanIoU,Train Dice,Train HD,Train MyIoU,Train MAE,Val Accuracy,Val Precision,Val Recall,Val MeanIoU,Val Dice,Val HD,Val MyIoU,Val MAE,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test HD,Test MyIoU,Test MAE
ISIC2018,Baseline,20,fold,3.0,val folder,model_ISIC2018_UNet_20pct_fold3.keras,0.99363667,0.98488367,0.9883812,0.9826479,0.97988987,3.163147810832067,0.9759036144578315,0.0063633197,0.9164243,0.8695167,0.8294206,0.8141856,0.8485889,5.756158927764858,0.5152833333333333,0.08357575,0.90406317,0.8651414,0.80050606,0.7929951,0.83770657,5.916065283184556,0.4696395346320346,0.09593683
ISIC2018,Baseline,20,fold,4.0,val folder,model_ISIC2018_UNet_20pct_fold4.keras,0.9943863,0.98744833,0.9891708,0.98476386,0.9816627,3.2079421846582754,0.9787951807228916,0.0056136902,0.91937685,0.8698181,0.8412899,0.82068,0.8551117,5.755164899871013,0.49468333333333336,0.08062317,0.90365887,0.8566996,0.80981404,0.793255,0.8353248,5.98294057893787,0.4757130158730159,0.09634117
ISIC2018,Baseline,50,ensemble,,val folder,model_ISIC2018_UNet_50pct_ensemble.keras,0.9905124,0.98174,0.97837144,0.97425747,0.9696528,3.451671610598446,0.9356977640709331,0.009487602,0.93143463,0.8761339,0.882746,0.84668773,0.87854177,5.0710601135366815,0.6010714285714287,0.06856537,0.9177253,0.8691809,0.84980536,0.8217659,0.8603429,5.4445170449492615,0.5774063888888888,0.08227466
ISIC2018,Baseline,50,fold,0.0,val folder,model_ISIC2018_UNet_50pct_fold0.keras,0.99039096,0.9794122,0.9800813,0.97388935,0.9694747,3.5236285433620544,0.9333976213436195,0.009609123,0.924594,0.85657156,0.88137776,0.83376706,0.8645033,5.497767855839842,0.569025,0.07540604,0.91324335,0.85724586,0.847961,0.81361437,0.85278136,5.76823246578949,0.5234715561072915,0.08675661
ISIC2018,Baseline,50,fold,1.0,val folder,model_ISIC2018_UNet_50pct_fold1.keras,0.9903907,0.98085374,0.9789522,0.97402346,0.9690269,3.5011152785347472,0.929459980713597,0.0096093435,0.9254877,0.8616705,0.8778828,0.8351346,0.8686747,5.45873943573213,0.5262848039215686,0.07451233,0.9091605,0.8514829,0.83935434,0.80565774,0.8480989,5.816005237717043,0.48737307189542484,0.0908394
ISIC2018,Baseline,50,fold,2.0,val folder,model_ISIC2018_UNet_50pct_fold2.keras,0.98815954,0.97594786,0.97510546,0.96836233,0.9645935,3.6730793421838595,0.9120263326910726,0.011840409,0.92712617,0.86037904,0.88661313,0.8388902,0.869294,5.364704520989896,0.54085,0.07287384,0.9128961,0.852311,0.8534691,0.81349254,0.8508306,5.762599216653429,0.5072983318903319,0.08710382
ISIC2018,Baseline,50,fold,3.0,val folder,model_ISIC2018_UNet_50pct_fold3.keras,0.98642325,0.97010267,0.97134393,0.9627957,0.9580739,3.705960669750418,0.8837026332691074,0.013576662,0.9204535,0.85283107,0.86916643,0.82513857,0.8607317,5.499230040471385,0.5140436868686868,0.07954651,0.9068553,0.84393704,0.8406077,0.80177015,0.84343004,5.865806872364468,0.48417004329004326,0.093144745
ISIC2018,Baseline,50,fold,4.0,val folder,model_ISIC2018_UNet_50pct_fold4.keras,0.9924383,0.98668736,0.9818681,0.97956276,0.9755162,3.37893106435192,0.9570327552986514,0.007561656,0.92573214,0.86707187,0.87140626,0.83505195,0.8705088,5.345595855315362,0.5594802631578948,0.07426789,0.9133894,0.8610339,0.84336036,0.81345785,0.85282457,5.734751208951402,0.5175312216949717,0.08661055
ISIC2018,Baseline,5,ensemble,,val folder,model_ISIC2018_UNet_5pct_ensemble.keras,0.81273955,0.59133536,0.6670112,0.6171678,0.6166352,7.685832539165563,0.09300689962667566,0.18726048,0.7364583,0.5249387,0.73276407,0.55400926,0.6336962,9.157894104945182,0.09596961606162417,0.26354173,0.7413933,0.5506341,0.68446386,0.5574436,0.61155146,9.10202203750719,0.10887431461561535,0.25860664
ISIC2018,Baseline,5,fold,0.0,val folder,model_ISIC2018_UNet_5pct_fold0.keras,0.5456595,0.3271891,0.9006989,0.37044936,0.4723633,12.017692954504984,0.022308734527149186,0.45434052,0.51807374,0.36243355,0.92387027,0.34958643,0.52158463,12.847105491271577,0.02782346118351096,0.48192626,0.527671,0.3753831,0.89845467,0.35838735,0.5283768,12.402983102960192,0.027710422233368264,0.47232905
ISIC2018,Baseline,5,fold,1.0,val folder,model_ISIC2018_UNet_5pct_fold1.keras,0.7971113,0.0,0.0,0.39855564,0.00021879877,9.981048891089646,0.0,0.20288871,0.7167363,0.0,0.0,0.35836816,0.00010903139,11.172090516732435,0.0,0.2832637,0.7041517,0.0,0.0,0.35207585,0.00011206424,11.379650179453588,0.0,0.29584834
ISIC2018,Baseline,5,fold,2.0,val folder,model_ISIC2018_UNet_5pct_fold2.keras,0.8251805,0.76646084,0.466934,0.6049602,0.49740133,7.803395100899626,0.050117217676579895,0.1748195,0.8079181,0.68388605,0.59857994,0.61877775,0.6225415,8.065535044338993,0.09602111956809183,0.19208191,0.7863702,0.6680824,0.5523042,0.5890153,0.576529,8.276454151426867,0.09940615152337512,0.21362978
ISIC2018,Baseline,5,fold,3.0,val folder,model_ISIC2018_UNet_5pct_fold3.keras,0.7629189,1.0,0.007853,0.38516304,0.011678405,10.237682154797119,0.0,0.23708114,0.72938323,0.98925656,0.045137435,0.38549685,0.05820985,10.65057245794744,0.003487179487179487,0.27061677,0.71619534,0.85573256,0.04896364,0.38029328,0.06265279,10.923795932202232,0.00365077898464998,0.28380466
ISIC2018,Baseline,5,fold,4.0,val folder,model_ISIC2018_UNet_5pct_fold4.keras,0.7543329,0.0,0.0,0.37716645,0.00018466686,10.457879718020203,0.0,0.24566709,0.7167363,0.0,0.0,0.35836816,0.00010903139,11.172090516732435,0.0,0.2832637,0.7041517,0.0,0.0,0.35207585,0.00011206424,11.379650179453588,0.0,0.29584834
