Dataset,Model,Label Fraction (%),Kind,Fold,Val Source,File,Train Accuracy,Train Precision,Train Recall,Train MeanIoU,Train Dice,Train HD,Train MyIoU,Train MAE,Val Accuracy,Val Precision,Val Recall,Val MeanIoU,Val Dice,Val HD,Val MyIoU,Val MAE,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test HD,Test MyIoU,Test MAE
KDSB,SimSiam,10,fold,2.0,val folder,model_KDSB_SimSiam-UNET_10pct_fold2.keras,0.88204545,0.67409205,0.44387594,0.6194489,0.5305073,8.138300266749663,0.10011232503880187,0.11795453,0.86887306,0.7498004,0.48391697,0.63598156,0.5500071,8.395459814025902,0.0936180442980377,0.13112696,0.86008793,0.75333744,0.36767432,0.588996,0.48683265,8.47582467473215,0.10314702743638823,0.1399121
KDSB,SimSiam,10,fold,3.0,val folder,model_KDSB_SimSiam-UNET_10pct_fold3.keras,0.7551921,0.3057222,0.4866006,0.48345056,0.4258267,8.987560194799759,0.09501869090820769,0.24480791,0.7221018,0.35353467,0.526153,0.4793766,0.39258724,9.688734397665662,0.06121951302797714,0.2778982,0.7022686,0.2841864,0.3962049,0.43845138,0.30639634,9.873607697236997,0.041435541270878215,0.29773143
KDSB,SimSiam,10,fold,4.0,val folder,model_KDSB_SimSiam-UNET_10pct_fold4.keras,0.77167904,0.35715228,0.65007806,0.5232668,0.5359003,8.664511266032171,0.0774512975646698,0.22832099,0.7288563,0.3872801,0.6889694,0.5083939,0.52346706,9.515169062795067,0.07259104251545544,0.27114367,0.72492695,0.3556921,0.59138685,0.48823836,0.51057506,9.352661914165205,0.07965309899540693,0.27507308
KDSB,SimSiam,20,ensemble,,val folder,model_KDSB_SimSiam-UNET_20pct_ensemble.keras,0.8305166,0.43338636,0.6697239,0.5849885,0.5766835,7.921492110825138,0.09925873224247093,0.16948341,0.7395953,0.3978372,0.6728419,0.5169818,0.5128161,9.353783116918683,0.07047759778181428,0.26040468,0.7421795,0.37167296,0.5605001,0.49999642,0.48765168,9.293188768715005,0.08012105116039057,0.2578205
KDSB,SimSiam,20,fold,0.0,val folder,model_KDSB_SimSiam-UNET_20pct_fold0.keras,0.88341117,0.5410023,0.65568006,0.646953,0.6146854,7.297902884539674,0.12570343309465193,0.11658883,0.83272356,0.5578554,0.6539735,0.61960256,0.5625905,8.505187824265725,0.09087166663675474,0.16727641,0.8206922,0.516797,0.5437077,0.5804977,0.5261937,8.616234233674927,0.09548957636728007,0.17930782
KDSB,SimSiam,20,fold,1.0,val folder,model_KDSB_SimSiam-UNET_20pct_fold1.keras,0.8677982,0.51952636,0.69298625,0.63798815,0.60408574,7.471111947151589,0.09213832777842791,0.13220178,0.75578725,0.4198339,0.6857876,0.5352597,0.5457069,9.04295086222912,0.07116463043528073,0.24421276,0.7669423,0.41025916,0.5801929,0.5275604,0.51858586,9.03323279632462,0.07383606481763581,0.23305766
KDSB,SimSiam,20,fold,2.0,val folder,model_KDSB_SimSiam-UNET_20pct_fold2.keras,0.8130346,0.38607606,0.62157065,0.55412984,0.5356936,8.160525555117584,0.08120288795894266,0.18696539,0.72248006,0.372044,0.63095284,0.49471608,0.47196424,9.703892251349592,0.053621325097461536,0.2775199,0.7132483,0.32434416,0.5010346,0.4644788,0.43606526,9.686045538844182,0.06158468584217256,0.2867517
KDSB,SimSiam,20,fold,3.0,val folder,model_KDSB_SimSiam-UNET_20pct_fold3.keras,0.84913135,0.5122859,0.676402,0.6213951,0.5741336,8.31143096272698,0.07599893921980036,0.15086867,0.8032522,0.49401677,0.6868377,0.5881445,0.5355143,8.862216373728442,0.057448965005662864,0.1967478,0.80792594,0.48609325,0.5826386,0.57257354,0.52260566,8.86979345395153,0.062329421225928446,0.19207406
KDSB,SimSiam,20,fold,4.0,val folder,model_KDSB_SimSiam-UNET_20pct_fold4.keras,0.80445915,0.38211396,0.6276732,0.5484934,0.54084367,8.305620989857593,0.061700361026707076,0.19554083,0.7238133,0.37648317,0.6509294,0.49862403,0.48809943,9.682320059694066,0.04776397277131092,0.2761867,0.7155209,0.3336114,0.53179646,0.4710931,0.4546487,9.645502121499387,0.054845768290447204,0.28447908
KDSB,SimSiam,50,ensemble,,val folder,model_KDSB_SimSiam-UNET_50pct_ensemble.keras,0.9594457,0.8354552,0.92365026,0.8670261,0.82823426,5.45134916985532,0.33984554879299395,0.0405543,0.95237345,0.8452163,0.9229165,0.8657503,0.8499414,5.703913792485884,0.32598846239560475,0.047626566,0.95016944,0.8402773,0.9036944,0.85566306,0.82677233,5.573857245613126,0.33748530813518685,0.04983053
KDSB,SimSiam,50,fold,0.0,val folder,model_KDSB_SimSiam-UNET_50pct_fold0.keras,0.9585342,0.8126104,0.9570665,0.8676081,0.8390479,5.297519424267473,0.33071932371964985,0.041465797,0.9531344,0.8270826,0.95815676,0.8703581,0.85770154,5.540416214335107,0.3346151478325545,0.046865568,0.9464089,0.80300117,0.9430402,0.85043716,0.83211774,5.56628268970693,0.32616491143570886,0.053591065
KDSB,SimSiam,50,fold,1.0,val folder,model_KDSB_SimSiam-UNET_50pct_fold1.keras,0.83078486,0.45758355,0.66559666,0.5919901,0.5803249,8.08427951112062,0.12167417513395479,0.16921513,0.8023734,0.49235243,0.68171775,0.5863331,0.57037294,8.524777985880217,0.10085301036799521,0.19762656,0.7965026,0.46200418,0.5763162,0.55847895,0.5443938,8.555334836655723,0.1062753848354102,0.2034974
KDSB,SimSiam,50,fold,2.0,val folder,model_KDSB_SimSiam-UNET_50pct_fold2.keras,0.9656231,0.8547784,0.94793814,0.8879337,0.8491494,4.977281167641181,0.3704742116409392,0.03437694,0.95619506,0.8571143,0.9284242,0.8752943,0.8511288,5.443396509103175,0.3474617613963657,0.043804932,0.95205647,0.84204257,0.9134151,0.8610257,0.83425725,5.394706238886883,0.3441580036186691,0.04794353
KDSB,SimSiam,50,fold,3.0,val folder,model_KDSB_SimSiam-UNET_50pct_fold3.keras,0.88899845,0.6971297,0.5137898,0.6496631,0.5753376,7.424008463146044,0.1023056875761337,0.11100154,0.8664548,0.7285438,0.4940142,0.6347772,0.5496684,8.012036038236328,0.08700626399391302,0.1335452,0.8639848,0.7535085,0.3986669,0.6028862,0.5061586,7.928850168069766,0.08889139232744361,0.13601519
KDSB,SimSiam,50,fold,4.0,val folder,model_KDSB_SimSiam-UNET_50pct_fold4.keras,0.9713685,0.8755367,0.9563425,0.904053,0.8865423,4.675904508691171,0.45729084174589846,0.028631488,0.9598208,0.8683568,0.93397707,0.88454616,0.8755379,5.1982375488331956,0.403321878322106,0.040179167,0.955576,0.84933245,0.92511487,0.8705235,0.86186767,5.264027137257216,0.3977897489565184,0.04442397
KDSB,SimSiam,5,ensemble,,val folder,model_KDSB_SimSiam-UNET_5pct_ensemble.keras,0.85542786,0.5102418,0.6049851,0.6119625,0.53878176,9.084800714810015,0.06595352797227236,0.14457214,0.8540007,0.6163935,0.65029716,0.64796156,0.59317875,8.401030996621698,0.07632192199960602,0.14599928,0.8563726,0.62368935,0.5730673,0.6325394,0.57940054,8.37967158819185,0.08592054564931162,0.1436274
KDSB,SimSiam,5,fold,0.0,val folder,model_KDSB_SimSiam-UNET_5pct_fold0.keras,0.84800947,0.4647491,0.77324986,0.6195751,0.5610023,8.867697252087932,0.06975682868814807,0.1519905,0.850067,0.5883191,0.7502767,0.65828985,0.6404613,8.169157971936443,0.08785721852030591,0.149933,0.861845,0.6045812,0.74210674,0.66967523,0.64244795,7.928279166491575,0.11244573848584986,0.138155
KDSB,SimSiam,5,fold,1.0,val folder,model_KDSB_SimSiam-UNET_5pct_fold1.keras,0.8654396,0.5520424,0.46074036,0.5954988,0.48743922,8.555410420962641,0.06457242239239662,0.13456039,0.85395813,0.6531334,0.5232694,0.6234895,0.51884544,8.6116461460461,0.059908827395909546,0.14604187,0.851419,0.66497064,0.40439475,0.587645,0.4727978,8.426510475409273,0.07236744149324272,0.14858101
KDSB,SimSiam,5,fold,2.0,val folder,model_KDSB_SimSiam-UNET_5pct_fold2.keras,0.85857695,0.5622259,0.5672227,0.61887133,0.5488355,8.893628190524472,0.05791841084117967,0.14142303,0.86399645,0.65835893,0.6178731,0.6566934,0.5936098,8.315965298707377,0.06373283631777525,0.13600352,0.86599594,0.676278,0.5353212,0.6386577,0.5712447,7.948051077167047,0.06618113347065296,0.13400406
KDSB,SimSiam,5,fold,3.0,val folder,model_KDSB_SimSiam-UNET_5pct_fold3.keras,0.7828468,0.3834315,0.6982803,0.542957,0.52849066,9.265854769865632,0.03685540884815109,0.21715316,0.7902316,0.4742438,0.77257556,0.5847511,0.5888778,8.72762914733805,0.05787598401489091,0.2097684,0.80382377,0.4817881,0.7328808,0.5913538,0.602318,8.44416542558882,0.07614214715446335,0.1961762
KDSB,SimSiam,5,fold,4.0,val folder,model_KDSB_SimSiam-UNET_5pct_fold4.keras,0.7723854,0.35774103,0.739868,0.531582,0.52846825,9.20380680543743,0.0771750106642829,0.2276146,0.7957869,0.48000085,0.66257125,0.57573146,0.5658685,8.443859839893628,0.09657946067443397,0.2042131,0.7860443,0.44028202,0.55685407,0.5436926,0.5355295,8.532191634599963,0.10259868508264187,0.21395572
KDSB,Baseline,10,ensemble,,val folder,model_KDSB_UNet_10pct_ensemble.keras,0.76582843,0.31469223,0.4608575,0.48911437,0.41465524,8.989501279764276,0.07883969366452821,0.23417155,0.7216188,0.35351005,0.52903944,0.47937807,0.41086796,9.698452954668875,0.06534942197297705,0.2783812,0.7030405,0.2862961,0.400305,0.43976474,0.33552366,9.888682782097677,0.054993730266997734,0.29695955
KDSB,Baseline,10,fold,0.0,val folder,model_KDSB_UNet_10pct_fold0.keras,0.76030886,0.35514206,0.56553847,0.5074098,0.48862106,9.134935031030713,0.09269736632328643,0.23969117,0.7325574,0.3855709,0.64346343,0.50610685,0.5171942,9.341233896774146,0.1085378110312202,0.2674426,0.72031283,0.33702797,0.5218487,0.4738884,0.48452595,9.404215339791309,0.12290964258545237,0.27968714
KDSB,Baseline,10,fold,1.0,val folder,model_KDSB_UNet_10pct_fold1.keras,0.7872251,0.3307315,0.50041527,0.5098725,0.49949577,8.549680715357612,0.12858942587022204,0.21277489,0.7308462,0.37120774,0.5631487,0.49306947,0.4767232,9.350246767545038,0.10343660253944978,0.2691538,0.7116031,0.30796003,0.4422348,0.45379028,0.4116168,9.572618633057116,0.0902427200883159,0.2883969
KDSB,Baseline,10,fold,2.0,val folder,model_KDSB_UNet_10pct_fold2.keras,0.7689477,0.29037046,0.35302258,0.47263455,0.38855675,8.749344418608139,0.10812273220851919,0.23105231,0.7107171,0.31643516,0.4264638,0.45333308,0.37881657,9.373045091912331,0.07589485432740965,0.28928292,0.69262034,0.24983668,0.32640788,0.41880628,0.29584742,9.718265293602425,0.05474287593613842,0.30737963
KDSB,Baseline,10,fold,3.0,val folder,model_KDSB_UNet_10pct_fold3.keras,0.83363676,0.25466153,0.051816277,0.4386577,0.051936638,8.80459634387396,0.0,0.16636322,0.7987489,0.31059963,0.03272154,0.41398615,0.055750187,9.506618434166192,3.1897926634768736e-05,0.20125107,0.8121841,0.35980994,0.013383731,0.41239408,0.0317057,9.27447681877506,8.986138018396084e-05,0.1878159
KDSB,Baseline,10,fold,4.0,val folder,model_KDSB_UNet_10pct_fold4.keras,0.7693712,0.33289924,0.53329206,0.5035412,0.45379406,8.927499224516344,0.08784347933834945,0.23062879,0.7221828,0.36228973,0.57291114,0.48639458,0.43901753,9.68296814370994,0.06277186972078556,0.2778172,0.7070682,0.302557,0.44127932,0.449825,0.3797909,9.842351958504587,0.06164076875913368,0.29293177
KDSB,Baseline,20,ensemble,,val folder,model_KDSB_UNet_20pct_ensemble.keras,0.9530963,0.7572197,0.98071665,0.8458543,0.81401336,5.363634012305106,0.2776754565595458,0.046903722,0.93817,0.77054,0.9691012,0.8379802,0.82979554,5.954922316324268,0.26502728451262103,0.06183,0.9334838,0.75082934,0.9611016,0.8238511,0.81343716,5.875470731996435,0.2643324981893415,0.06651622
KDSB,Baseline,20,fold,0.0,val folder,model_KDSB_UNet_20pct_fold0.keras,0.95013124,0.7274216,0.9832043,0.83067584,0.79095215,5.540149851075455,0.2405205649771638,0.049868736,0.9323195,0.7541639,0.9647676,0.8253659,0.81418276,6.1296962910673365,0.23683868379340192,0.0676805,0.9271529,0.7334015,0.95538044,0.8102679,0.7860188,6.124879646662555,0.21953425685293995,0.072847106
KDSB,Baseline,20,fold,1.0,val folder,model_KDSB_UNet_20pct_fold1.keras,0.8110657,0.28046697,0.22656913,0.47409236,0.23607077,8.644610260183665,0.013753512188706117,0.18893433,0.7004551,0.29194102,0.38433456,0.43765038,0.24713044,10.13395012793188,0.009181973500574847,0.29954487,0.6875359,0.23482184,0.30153146,0.41053775,0.16594426,10.311344690328593,0.005348087608650046,0.31246412
KDSB,Baseline,20,fold,2.0,val folder,model_KDSB_UNet_20pct_fold2.keras,0.9511743,0.74556917,0.97618526,0.83795017,0.80938053,5.513409221712342,0.2858122739316473,0.048825707,0.9352155,0.76427025,0.96194494,0.83111846,0.82918984,6.226700383186617,0.26830091439531434,0.06478452,0.9315679,0.748727,0.9509978,0.818894,0.81479734,6.052289469628809,0.2782571569715274,0.06843209
KDSB,Baseline,20,fold,3.0,val folder,model_KDSB_UNet_20pct_fold3.keras,0.9502703,0.76542896,0.98201793,0.8480638,0.81650764,5.488521700630991,0.25570794785855255,0.049729697,0.9374952,0.7705728,0.9640594,0.83610654,0.81984526,6.055303500735842,0.24500167997948846,0.06250486,0.9319443,0.74919015,0.9528615,0.8198558,0.7948901,6.023894605131663,0.21768011636126816,0.06805571
KDSB,Baseline,20,fold,4.0,val folder,model_KDSB_UNet_20pct_fold4.keras,0.95628303,0.7733112,0.975929,0.8540739,0.82319343,5.450838529141962,0.30319854574295646,0.04371699,0.939562,0.77961755,0.9587137,0.84004354,0.8352546,6.182457371483193,0.2723138992188209,0.06043798,0.93597263,0.76285315,0.9512544,0.828187,0.8221792,6.163683894723977,0.28009032009551865,0.06402739
KDSB,Baseline,50,ensemble,,val folder,model_KDSB_UNet_50pct_ensemble.keras,0.98773634,0.95059025,0.9724462,0.95559216,0.9466201,3.583762387350911,0.7119299978756001,0.012263672,0.9684534,0.9108593,0.9277898,0.9060552,0.9055799,4.812973746400993,0.5231458740421655,0.031546574,0.96424013,0.88898873,0.9228563,0.8921656,0.89845335,4.856716277246621,0.5268694711651521,0.035759866
KDSB,Baseline,50,fold,0.0,val folder,model_KDSB_UNet_50pct_fold0.keras,0.98870826,0.9582419,0.9705007,0.9588978,0.9519765,3.47066977242483,0.7478295150136316,0.011291727,0.9652065,0.91295034,0.906665,0.8961613,0.895974,4.946068516946511,0.49257660140057646,0.034793507,0.9615117,0.8906867,0.9038682,0.88367635,0.8884223,4.95401987007175,0.4955385416144338,0.038488302
KDSB,Baseline,50,fold,1.0,val folder,model_KDSB_UNet_50pct_fold1.keras,0.9740762,0.8691468,0.9746293,0.90976655,0.8897507,4.562864328100712,0.4764575415597926,0.025923789,0.9601436,0.85959196,0.9490788,0.8864357,0.88139707,5.25294394214946,0.4218166660127692,0.039856374,0.95450586,0.8367066,0.9383832,0.86901283,0.867323,5.3038578606129345,0.4134829495647166,0.045494147
KDSB,Baseline,50,fold,2.0,val folder,model_KDSB_UNet_50pct_fold2.keras,0.9901804,0.9664403,0.97291017,0.96473384,0.95776236,3.2821012671747627,0.7805193608874486,0.009819623,0.9671291,0.9146047,0.9156412,0.9017881,0.9024905,4.864872205009078,0.5167024326327172,0.0328709,0.96255714,0.89083034,0.9100915,0.8868535,0.8938778,4.8741415906447285,0.5170333171954955,0.03744287
KDSB,Baseline,50,fold,3.0,val folder,model_KDSB_UNet_50pct_fold3.keras,0.9872051,0.945442,0.974458,0.9537412,0.9414781,3.584250755589276,0.6992794277489089,0.012794939,0.9656705,0.9026496,0.9220556,0.8984354,0.8968731,4.9810321346667665,0.4941229628071771,0.0343295,0.96260566,0.88320655,0.92055476,0.8877704,0.88861984,4.958807191872694,0.49104771770596084,0.037394345
