Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
ISIC2018,SimSiam-UNET,nostopgrad,5,ensemble,filtered,5,5,,0.6997142434120178,0.49555641412734985,0.836372435092926,0.5263697504997253,0.628404438495636,0.30028578639030457,9.72978012623877,0.08918776819014777
ISIC2018,SimSiam-UNET,nostopgrad,5,ensemble,unfiltered,5,5,,0.6997142434120178,0.49555641412734985,0.836372435092926,0.5263697504997253,0.628404438495636,0.30028578639030457,9.72978012623877,0.08918776819014777
