Dataset,Model,Label Fraction (%),Kind,Fold,Val Source,File,Train Accuracy,Train Precision,Train Recall,Train MeanIoU,Train Dice,Train HD,Train MyIoU,Train MAE,Val Accuracy,Val Precision,Val Recall,Val MeanIoU,Val Dice,Val HD,Val MyIoU,Val MAE,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test HD,Test MyIoU,Test MAE
KDSB,SimSiam,5,fold,3.0,val folder,model_KDSB_SimSiam-UNET_5pct_fold3.keras,0.7828468,0.3834315,0.6982803,0.542957,0.52849066,9.265854769865632,0.03685540884815109,0.21715316,0.7902316,0.4742438,0.77257556,0.5847511,0.5888778,8.72762914733805,0.05787598401489091,0.2097684,0.80382377,0.4817881,0.7328808,0.5913538,0.602318,8.44416542558882,0.07614214715446335,0.1961762
KDSB,SimSiam,5,fold,4.0,val folder,model_KDSB_SimSiam-UNET_5pct_fold4.keras,0.7723854,0.35774103,0.739868,0.531582,0.52846825,9.20380680543743,0.0771750106642829,0.2276146,0.7957869,0.48000085,0.66257125,0.57573146,0.5658685,8.443859839893628,0.09657946067443397,0.2042131,0.7860443,0.44028202,0.55685407,0.5436926,0.5355295,8.532191634599963,0.10259868508264187,0.21395572
KDSB,Baseline,10,ensemble,,val folder,model_KDSB_UNet_10pct_ensemble.keras,0.76582843,0.31469223,0.4608575,0.48911437,0.41465524,8.989501279764276,0.07883969366452821,0.23417155,0.7216188,0.35351005,0.52903944,0.47937807,0.41086796,9.698452954668875,0.06534942197297705,0.2783812,0.7030405,0.2862961,0.400305,0.43976474,0.33552366,9.888682782097677,0.054993730266997734,0.29695955
KDSB,Baseline,10,fold,0.0,val folder,model_KDSB_UNet_10pct_fold0.keras,0.76030886,0.35514206,0.56553847,0.5074098,0.48862106,9.134935031030713,0.09269736632328643,0.23969117,0.7325574,0.3855709,0.64346343,0.50610685,0.5171942,9.341233896774146,0.1085378110312202,0.2674426,0.72031283,0.33702797,0.5218487,0.4738884,0.48452595,9.404215339791309,0.12290964258545237,0.27968714
KDSB,Baseline,10,fold,1.0,val folder,model_KDSB_UNet_10pct_fold1.keras,0.7872251,0.3307315,0.50041527,0.5098725,0.49949577,8.549680715357612,0.12858942587022204,0.21277489,0.7308462,0.37120774,0.5631487,0.49306947,0.4767232,9.350246767545038,0.10343660253944978,0.2691538,0.7116031,0.30796003,0.4422348,0.45379028,0.4116168,9.572618633057116,0.0902427200883159,0.2883969
KDSB,Baseline,10,fold,2.0,val folder,model_KDSB_UNet_10pct_fold2.keras,0.7689477,0.29037046,0.35302258,0.47263455,0.38855675,8.749344418608139,0.10812273220851919,0.23105231,0.7107171,0.31643516,0.4264638,0.45333308,0.37881657,9.373045091912331,0.07589485432740965,0.28928292,0.69262034,0.24983668,0.32640788,0.41880628,0.29584742,9.718265293602425,0.05474287593613842,0.30737963
KDSB,Baseline,10,fold,3.0,val folder,model_KDSB_UNet_10pct_fold3.keras,0.83363676,0.25466153,0.051816277,0.4386577,0.051936638,8.80459634387396,0.0,0.16636322,0.7987489,0.31059963,0.03272154,0.41398615,0.055750187,9.506618434166192,3.1897926634768736e-05,0.20125107,0.8121841,0.35980994,0.013383731,0.41239408,0.0317057,9.27447681877506,8.986138018396084e-05,0.1878159
KDSB,Baseline,10,fold,4.0,val folder,model_KDSB_UNet_10pct_fold4.keras,0.7693712,0.33289924,0.53329206,0.5035412,0.45379406,8.927499224516344,0.08784347933834945,0.23062879,0.7221828,0.36228973,0.57291114,0.48639458,0.43901753,9.68296814370994,0.06277186972078556,0.2778172,0.7070682,0.302557,0.44127932,0.449825,0.3797909,9.842351958504587,0.06164076875913368,0.29293177
KDSB,Baseline,20,ensemble,,val folder,model_KDSB_UNet_20pct_ensemble.keras,0.9530963,0.7572197,0.98071665,0.8458543,0.81401336,5.363634012305106,0.2776754565595458,0.046903722,0.93817,0.77054,0.9691012,0.8379802,0.82979554,5.954922316324268,0.26502728451262103,0.06183,0.9334838,0.75082934,0.9611016,0.8238511,0.81343716,5.875470731996435,0.2643324981893415,0.06651622
KDSB,Baseline,20,fold,0.0,val folder,model_KDSB_UNet_20pct_fold0.keras,0.95013124,0.7274216,0.9832043,0.83067584,0.79095215,5.540149851075455,0.2405205649771638,0.049868736,0.9323195,0.7541639,0.9647676,0.8253659,0.81418276,6.1296962910673365,0.23683868379340192,0.0676805,0.9271529,0.7334015,0.95538044,0.8102679,0.7860188,6.124879646662555,0.21953425685293995,0.072847106
KDSB,Baseline,20,fold,1.0,val folder,model_KDSB_UNet_20pct_fold1.keras,0.8110657,0.28046697,0.22656913,0.47409236,0.23607077,8.644610260183665,0.013753512188706117,0.18893433,0.7004551,0.29194102,0.38433456,0.43765038,0.24713044,10.13395012793188,0.009181973500574847,0.29954487,0.6875359,0.23482184,0.30153146,0.41053775,0.16594426,10.311344690328593,0.005348087608650046,0.31246412
KDSB,Baseline,20,fold,2.0,val folder,model_KDSB_UNet_20pct_fold2.keras,0.9511743,0.74556917,0.97618526,0.83795017,0.80938053,5.513409221712342,0.2858122739316473,0.048825707,0.9352155,0.76427025,0.96194494,0.83111846,0.82918984,6.226700383186617,0.26830091439531434,0.06478452,0.9315679,0.748727,0.9509978,0.818894,0.81479734,6.052289469628809,0.2782571569715274,0.06843209
