Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
KDSB,SimSiam-UNET,nostopgrad,5,ensemble,filtered,5,5,,0.8705647587776184,0.6179850697517395,0.7952393293380737,0.690631628036499,0.611285388469696,0.1294352263212204,8.951709651564833,0.07386560911478289
KDSB,SimSiam-UNET,nostopgrad,5,ensemble,unfiltered,5,5,,0.8705647587776184,0.6179850697517395,0.7952393293380737,0.690631628036499,0.611285388469696,0.1294352263212204,8.951709651564833,0.07386560911478289
