Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
KDSB,BT-UNet,e200,5,ensemble,filtered,5,5,,0.7850751280784607,0.4581957757472992,0.8564131259918213,0.5849459171295166,0.5386989116668701,0.2149248570203781,9.119273901808365,0.033059764649449166
KDSB,BT-UNet,e200,5,ensemble,unfiltered,5,5,,0.7850751280784607,0.4581957757472992,0.8564131259918213,0.5849459171295166,0.5386989116668701,0.2149248570203781,9.119273901808365,0.033059764649449166
