Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
ISIC2018,SimSiam-UNET,attn,5,ensemble,filtered,5,5,,0.7046777009963989,0.5005114674568176,0.8699132800102234,0.5339958667755127,0.6334986090660095,0.29532232880592346,9.811347556433489,0.12030652450738161
ISIC2018,SimSiam-UNET,attn,5,ensemble,unfiltered,5,5,,0.7046777009963989,0.5005114674568176,0.8699132800102234,0.5339958667755127,0.6334986090660095,0.29532232880592346,9.811347556433489,0.12030652450738161
