Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
ISIC2018,BT-UNet,actsilu,5,ensemble,filtered,5,5,,0.8128172755241394,0.6604819893836975,0.7558358907699585,0.6516231298446655,0.6720553040504456,0.1871827393770218,8.522370553602407,0.10377111758778075
ISIC2018,BT-UNet,actsilu,5,ensemble,unfiltered,5,5,,0.8128172755241394,0.6604819893836975,0.7558358907699585,0.6516231298446655,0.6720553040504456,0.1871827393770218,8.522370553602407,0.10377111758778075
