Dataset,Label Fraction (%),Fold,FoldVal Accuracy,FoldVal Precision,FoldVal Recall,FoldVal MeanIoU,FoldVal Dice,FoldVal HD,FoldVal MyIoU,FoldVal MAE,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test HD,Test MyIoU,Test MAE
KDSB,50,0,0.9737555,0.9118915,0.9207351,0.90743446,0.8797532,4.730277005357541,0.4905230453922976,0.02624453,0.9615117,0.8906867,0.9038682,0.88367635,0.88842225,4.95401987007175,0.495538541614434,0.038488302
KDSB,50,1,0.95812637,0.8506991,0.9341938,0.87606883,0.871501,5.2558237527618274,0.4110892924846969,0.041873638,0.95450586,0.8367066,0.9383832,0.86901283,0.86732316,5.303857860612934,0.41348294956471665,0.045494147
KDSB,50,2,0.9694869,0.89114493,0.8903759,0.8840942,0.87894136,4.836593695173596,0.5033871265688076,0.030513091,0.96255714,0.89083034,0.9100915,0.8868535,0.8938777,4.874141590644729,0.5170333171954955,0.03744287
KDSB,50,3,0.971916,0.9001294,0.92648447,0.903589,0.89511395,4.592519980654441,0.507138154552119,0.02808395,0.96260566,0.88320655,0.92055476,0.8877704,0.8886199,4.958807191872693,0.4910477177059609,0.037394345
KDSB,50,4,0.96446437,0.8566136,0.911474,0.87488437,0.8675253,4.8681453639180345,0.4614016215654661,0.035535626,0.96043533,0.8831536,0.9071703,0.88118345,0.8896569,5.015851747317665,0.4863660368865784,0.039564665
