Dataset,Model,Variant,Label Fraction (%),Fold,Kind,Keyname,N Labelled,Train Seconds,Collapsed,Prob Max,Prob Mean,FoldVal Accuracy,FoldVal Precision,FoldVal Recall,FoldVal MeanIoU,FoldVal Dice,FoldVal MAE,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE
ISIC2018,BT-UNet,outbn0,5,0,fold,ISIC2018_BT-UNet_5pct_outbn0_fold0,129,132.0,False,1.0,0.21406100690364838,0.929027259349823,0.9601386189460754,0.7445990443229675,0.817616879940033,0.7678242325782776,0.0709727331995964,0.8709906339645386,0.9046699404716492,0.6303585767745972,0.7162559032440186,0.7632133364677429,0.12900930643081665
ISIC2018,BT-UNet,outbn0,5,1,fold,ISIC2018_BT-UNet_5pct_outbn0_fold1,129,58.0,False,1.0,0.494296133518219,0.8326040506362915,0.7489044666290283,0.8172224164009094,0.7012494802474976,0.7326457500457764,0.1673959642648697,0.7283405661582947,0.5262000560760498,0.8210411071777344,0.5566202402114868,0.6318994164466858,0.2716594338417053
ISIC2018,BT-UNet,outbn0,5,2,fold,ISIC2018_BT-UNet_5pct_outbn0_fold2,129,58.8,False,1.0,0.5081613063812256,0.7685042023658752,0.3750722408294678,0.899912416934967,0.5469450950622559,0.5231260061264038,0.23149578273296356,0.6976835131645203,0.4934742748737335,0.8266478180885315,0.5235046744346619,0.5896180868148804,0.3023165166378021
ISIC2018,BT-UNet,outbn0,5,3,fold,ISIC2018_BT-UNet_5pct_outbn0_fold3,129,109.2,False,1.0,0.22629760205745697,0.919636070728302,0.9559814929962158,0.6714798212051392,0.7783905267715454,0.7104397416114807,0.0803639367222786,0.8685210943222046,0.8750895857810974,0.6480958461761475,0.715274453163147,0.7565399408340454,0.13147896528244019
ISIC2018,BT-UNet,outbn0,5,4,fold,ISIC2018_BT-UNet_5pct_outbn0_fold4,129,147.3,False,1.0,0.2139536440372467,0.9504742622375488,0.9365200996398926,0.8003435730934143,0.8502359986305237,0.7536036968231201,0.049525756388902664,0.8699396848678589,0.8974769115447998,0.632652759552002,0.7150014638900757,0.7686554193496704,0.13006028532981873
ISIC2018,BT-UNet,outbn0,10,0,fold,ISIC2018_BT-UNet_10pct_outbn0_fold0,259,189.6,False,1.0,0.2508779466152191,0.9371810555458069,0.9011446237564087,0.8235353231430054,0.8386853933334351,0.8378155827522278,0.0628189668059349,0.8938354849815369,0.8832656145095825,0.7387926578521729,0.7686070203781128,0.8202714920043945,0.10616452246904373
ISIC2018,BT-UNet,outbn0,10,1,fold,ISIC2018_BT-UNet_10pct_outbn0_fold1,259,170.2,False,1.0,0.23793752491474152,0.9385179281234741,0.9245133399963379,0.7485285997390747,0.8166594505310059,0.7736871242523193,0.06148206442594528,0.8881585597991943,0.8921253681182861,0.7075152397155762,0.7551535367965698,0.8073525428771973,0.11184147745370865
ISIC2018,BT-UNet,outbn0,10,2,fold,ISIC2018_BT-UNet_10pct_outbn0_fold2,259,183.0,False,1.0,0.2724880278110504,0.9156039357185364,0.941035807132721,0.7897620797157288,0.819495677947998,0.8349101543426514,0.08439607173204422,0.8886057734489441,0.8438230752944946,0.7650777697563171,0.7630970478057861,0.8133842349052429,0.11139419674873352
ISIC2018,BT-UNet,outbn0,10,3,fold,ISIC2018_BT-UNet_10pct_outbn0_fold3,259,172.8,False,1.0,0.25930774211883545,0.9495676755905151,0.9187704920768738,0.8062294721603394,0.8465073108673096,0.8192867636680603,0.05043235048651695,0.8899774551391602,0.8664647936820984,0.7425497770309448,0.7626513838768005,0.8113293647766113,0.11002250760793686
ISIC2018,BT-UNet,outbn0,10,4,fold,ISIC2018_BT-UNet_10pct_outbn0_fold4,259,147.2,False,1.0,0.2637733221054077,0.9475223422050476,0.9143989682197571,0.8502888679504395,0.861220121383667,0.8455396294593811,0.05247766897082329,0.8950530290603638,0.8671059608459473,0.7620624899864197,0.7734353542327881,0.8207417726516724,0.10494697839021683
