Dataset,Label Fraction (%),Folds Combined,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test HD,Test MyIoU,Test MAE
KDSB,5,5,0.72865367,0.400118,0.92098594,0.529723,0.54285485,9.499798739796434,0.05350656471915551,0.27134636
KDSB,10,5,0.71870285,0.3940265,0.95435536,0.52239,0.5703991,9.5601217911127,0.0682371928078554,0.28129715
KDSB,20,5,0.8197518,0.5094135,0.8194139,0.62268054,0.5876475,8.64579579720268,0.07153621346613055,0.18024823
KDSB,50,5,0.9114156,0.6833403,0.9754475,0.7817912,0.77798766,6.552446497714914,0.21964411814895787,0.088584416
