Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Accuracy,Test Precision,Test Recall,Test MeanIoU,Test Dice,Test MAE,Test HD,Test MyIoU
KDSB,BT-UNet,lossbce,5,ensemble,filtered,5,5,,0.8599398732185364,0.5977839827537537,0.7534396648406982,0.6685537695884705,0.5645878314971924,0.140060156583786,8.359502919450167,0.08029787632437947
KDSB,BT-UNet,lossbce,5,ensemble,unfiltered,5,5,,0.8599398732185364,0.5977839827537537,0.7534396648406982,0.6685537695884705,0.5645878314971924,0.140060156583786,8.359502919450167,0.08029787632437947
